ID;REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VALOR;ORIGEM_PLANO;CICLO;REVISAO
SAO PAULO CAPITAL-00 - TUBOS PVC KRONA-OUT26;SP;SAO PAULO CAPITAL;00 - TUBOS PVC KRONA;2026-10-01;230000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-01 - TUBOS ELETRODUTOS KRONA-OUT26;SP;SAO PAULO CAPITAL;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;830,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-02 - CONEXOES KRONA-OUT26;SP;SAO PAULO CAPITAL;02 - CONEXOES KRONA;2026-10-01;52000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-03 - ACESSORIOS KRONA-OUT26;SP;SAO PAULO CAPITAL;03 - ACESSORIOS KRONA;2026-10-01;11000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-04 - PRODUTOS REVENDA-OUT26;SP;SAO PAULO CAPITAL;04 - PRODUTOS REVENDA;2026-10-01;4203,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-29 - PPR-OUT26;SP;SAO PAULO CAPITAL;29 - PPR;2026-10-01;100,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;SP;SAO PAULO CAPITAL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;16000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-31 - CPVC ULTRATERM-OUT26;SP;SAO PAULO CAPITAL;31 - CPVC ULTRATERM;2026-10-01;1000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-00 - TUBOS PVC KRONA-OUT26;SP;SAO PAULO CAPITAL 2;00 - TUBOS PVC KRONA;2026-10-01;265552,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-01 - TUBOS ELETRODUTOS KRONA-OUT26;SP;SAO PAULO CAPITAL 2;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;120,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-02 - CONEXOES KRONA-OUT26;SP;SAO PAULO CAPITAL 2;02 - CONEXOES KRONA;2026-10-01;82788,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-03 - ACESSORIOS KRONA-OUT26;SP;SAO PAULO CAPITAL 2;03 - ACESSORIOS KRONA;2026-10-01;12324,800000000001;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-04 - PRODUTOS REVENDA-OUT26;SP;SAO PAULO CAPITAL 2;04 - PRODUTOS REVENDA;2026-10-01;4429,6;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;SP;SAO PAULO CAPITAL 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;9646,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-31 - CPVC ULTRATERM-OUT26;SP;SAO PAULO CAPITAL 2;31 - CPVC ULTRATERM;2026-10-01;1460,8000000000002;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-00 - TUBOS PVC KRONA-OUT26;SP;SAO PAULO INTERIOR;00 - TUBOS PVC KRONA;2026-10-01;330044,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-01 - TUBOS ELETRODUTOS KRONA-OUT26;SP;SAO PAULO INTERIOR;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;459,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-02 - CONEXOES KRONA-OUT26;SP;SAO PAULO INTERIOR;02 - CONEXOES KRONA;2026-10-01;65075,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-03 - ACESSORIOS KRONA-OUT26;SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-10-01;8528,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-04 - PRODUTOS REVENDA-OUT26;SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-10-01;4426,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-29 - PPR-OUT26;SP;SAO PAULO INTERIOR;29 - PPR;2026-10-01;30,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;20627,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-31 - CPVC ULTRATERM-OUT26;SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-10-01;3151,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-00 - TUBOS PVC KRONA-OUT26;SUL;PARANA;00 - TUBOS PVC KRONA;2026-10-01;180387,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-01 - TUBOS ELETRODUTOS KRONA-OUT26;SUL;PARANA;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;477,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-02 - CONEXOES KRONA-OUT26;SUL;PARANA;02 - CONEXOES KRONA;2026-10-01;44317,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-03 - ACESSORIOS KRONA-OUT26;SUL;PARANA;03 - ACESSORIOS KRONA;2026-10-01;5179,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-04 - PRODUTOS REVENDA-OUT26;SUL;PARANA;04 - PRODUTOS REVENDA;2026-10-01;2697,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-29 - PPR-OUT26;SUL;PARANA;29 - PPR;2026-10-01;139,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;SUL;PARANA;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;20996,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-31 - CPVC ULTRATERM-OUT26;SUL;PARANA;31 - CPVC ULTRATERM;2026-10-01;1066,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-00 - TUBOS PVC KRONA-OUT26;SUL;RIO GRANDE DO SUL;00 - TUBOS PVC KRONA;2026-10-01;320000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-01 - TUBOS ELETRODUTOS KRONA-OUT26;SUL;RIO GRANDE DO SUL;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;2000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-02 - CONEXOES KRONA-OUT26;SUL;RIO GRANDE DO SUL;02 - CONEXOES KRONA;2026-10-01;80000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-03 - ACESSORIOS KRONA-OUT26;SUL;RIO GRANDE DO SUL;03 - ACESSORIOS KRONA;2026-10-01;12048,000863785353;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-04 - PRODUTOS REVENDA-OUT26;SUL;RIO GRANDE DO SUL;04 - PRODUTOS REVENDA;2026-10-01;4308,476141783351;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-29 - PPR-OUT26;SUL;RIO GRANDE DO SUL;29 - PPR;2026-10-01;2179,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;SUL;RIO GRANDE DO SUL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;22414,81115803159;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-31 - CPVC ULTRATERM-OUT26;SUL;RIO GRANDE DO SUL;31 - CPVC ULTRATERM;2026-10-01;2000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-00 - TUBOS PVC KRONA-OUT26;SUL;SANTA CATARINA 01;00 - TUBOS PVC KRONA;2026-10-01;160368,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-01 - TUBOS ELETRODUTOS KRONA-OUT26;SUL;SANTA CATARINA 01;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;433,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-02 - CONEXOES KRONA-OUT26;SUL;SANTA CATARINA 01;02 - CONEXOES KRONA;2026-10-01;35000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-03 - ACESSORIOS KRONA-OUT26;SUL;SANTA CATARINA 01;03 - ACESSORIOS KRONA;2026-10-01;2934,94200451317;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-04 - PRODUTOS REVENDA-OUT26;SUL;SANTA CATARINA 01;04 - PRODUTOS REVENDA;2026-10-01;1982,473580736093;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-29 - PPR-OUT26;SUL;SANTA CATARINA 01;29 - PPR;2026-10-01;911,6480881219557;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;SUL;SANTA CATARINA 01;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;10437,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-31 - CPVC ULTRATERM-OUT26;SUL;SANTA CATARINA 01;31 - CPVC ULTRATERM;2026-10-01;980,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-00 - TUBOS PVC KRONA-OUT26;SUL;SANTA CATARINA 02;00 - TUBOS PVC KRONA;2026-10-01;190000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-01 - TUBOS ELETRODUTOS KRONA-OUT26;SUL;SANTA CATARINA 02;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;429,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-02 - CONEXOES KRONA-OUT26;SUL;SANTA CATARINA 02;02 - CONEXOES KRONA;2026-10-01;49187,60115198164;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-03 - ACESSORIOS KRONA-OUT26;SUL;SANTA CATARINA 02;03 - ACESSORIOS KRONA;2026-10-01;2812,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-04 - PRODUTOS REVENDA-OUT26;SUL;SANTA CATARINA 02;04 - PRODUTOS REVENDA;2026-10-01;2621,3766230835754;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-29 - PPR-OUT26;SUL;SANTA CATARINA 02;29 - PPR;2026-10-01;715,7306265662246;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;SUL;SANTA CATARINA 02;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;13111,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-31 - CPVC ULTRATERM-OUT26;SUL;SANTA CATARINA 02;31 - CPVC ULTRATERM;2026-10-01;1696,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-00 - TUBOS PVC KRONA-OUT26;TELEVENDAS;TELEVENDAS;00 - TUBOS PVC KRONA;2026-10-01;86567,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-01 - TUBOS ELETRODUTOS KRONA-OUT26;TELEVENDAS;TELEVENDAS;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;2378,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-02 - CONEXOES KRONA-OUT26;TELEVENDAS;TELEVENDAS;02 - CONEXOES KRONA;2026-10-01;23574,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-03 - ACESSORIOS KRONA-OUT26;TELEVENDAS;TELEVENDAS;03 - ACESSORIOS KRONA;2026-10-01;3417,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-04 - PRODUTOS REVENDA-OUT26;TELEVENDAS;TELEVENDAS;04 - PRODUTOS REVENDA;2026-10-01;1290,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-29 - PPR-OUT26;TELEVENDAS;TELEVENDAS;29 - PPR;2026-10-01;132,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;TELEVENDAS;TELEVENDAS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;6011,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-31 - CPVC ULTRATERM-OUT26;TELEVENDAS;TELEVENDAS;31 - CPVC ULTRATERM;2026-10-01;458,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-00 - TUBOS PVC KRONA-NOV26;CO NO;CENTRO OESTE;00 - TUBOS PVC KRONA;2026-11-01;839653,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-01 - TUBOS ELETRODUTOS KRONA-NOV26;CO NO;CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;6464,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-02 - CONEXOES KRONA-NOV26;CO NO;CENTRO OESTE;02 - CONEXOES KRONA;2026-11-01;187847,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-03 - ACESSORIOS KRONA-NOV26;CO NO;CENTRO OESTE;03 - ACESSORIOS KRONA;2026-11-01;35068,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-04 - PRODUTOS REVENDA-NOV26;CO NO;CENTRO OESTE;04 - PRODUTOS REVENDA;2026-11-01;11477,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-29 - PPR-NOV26;CO NO;CENTRO OESTE;29 - PPR;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;89588,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-31 - CPVC ULTRATERM-NOV26;CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-11-01;4095,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-00 - TUBOS PVC KRONA-NOV26;CO NO;NORTE;00 - TUBOS PVC KRONA;2026-11-01;406537,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-01 - TUBOS ELETRODUTOS KRONA-NOV26;CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;10238,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-02 - CONEXOES KRONA-NOV26;CO NO;NORTE;02 - CONEXOES KRONA;2026-11-01;113109,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-03 - ACESSORIOS KRONA-NOV26;CO NO;NORTE;03 - ACESSORIOS KRONA;2026-11-01;14510,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-04 - PRODUTOS REVENDA-NOV26;CO NO;NORTE;04 - PRODUTOS REVENDA;2026-11-01;2671,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-29 - PPR-NOV26;CO NO;NORTE;29 - PPR;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;CO NO;NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;23648,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-31 - CPVC ULTRATERM-NOV26;CO NO;NORTE;31 - CPVC ULTRATERM;2026-11-01;247,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-00 - TUBOS PVC KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 1;00 - TUBOS PVC KRONA;2026-11-01;336674,26275265974;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-01 - TUBOS ELETRODUTOS KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 1;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;7190,311444466522;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-02 - CONEXOES KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 1;02 - CONEXOES KRONA;2026-11-01;76948,8788608726;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-03 - ACESSORIOS KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 1;03 - ACESSORIOS KRONA;2026-11-01;2463,210470889123;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-04 - PRODUTOS REVENDA-NOV26;CONSTRUTORA;CONSTRUTORA 1;04 - PRODUTOS REVENDA;2026-11-01;7495,998839065447;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-29 - PPR-NOV26;CONSTRUTORA;CONSTRUTORA 1;29 - PPR;2026-11-01;7242,129726006429;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 1;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;96774,66152297102;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-31 - CPVC ULTRATERM-NOV26;CONSTRUTORA;CONSTRUTORA 1;31 - CPVC ULTRATERM;2026-11-01;6657,786117219619;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-00 - TUBOS PVC KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 2;00 - TUBOS PVC KRONA;2026-11-01;563325,7372473403;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-01 - TUBOS ELETRODUTOS KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 2;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;32468,688555533477;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-02 - CONEXOES KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 2;02 - CONEXOES KRONA;2026-11-01;109354,1211391274;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-03 - ACESSORIOS KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 2;03 - ACESSORIOS KRONA;2026-11-01;4138,789529110877;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-04 - PRODUTOS REVENDA-NOV26;CONSTRUTORA;CONSTRUTORA 2;04 - PRODUTOS REVENDA;2026-11-01;11848,001160934553;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-29 - PPR-NOV26;CONSTRUTORA;CONSTRUTORA 2;29 - PPR;2026-11-01;7010,870273993571;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;CONSTRUTORA;CONSTRUTORA 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;76195,33847702898;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-31 - CPVC ULTRATERM-NOV26;CONSTRUTORA;CONSTRUTORA 2;31 - CPVC ULTRATERM;2026-11-01;4207,213882780381;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-00 - TUBOS PVC KRONA-NOV26;EXPORTACAO;EXPORTACAO;00 - TUBOS PVC KRONA;2026-11-01;15000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-01 - TUBOS ELETRODUTOS KRONA-NOV26;EXPORTACAO;EXPORTACAO;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;46,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-02 - CONEXOES KRONA-NOV26;EXPORTACAO;EXPORTACAO;02 - CONEXOES KRONA;2026-11-01;70000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-03 - ACESSORIOS KRONA-NOV26;EXPORTACAO;EXPORTACAO;03 - ACESSORIOS KRONA;2026-11-01;25288,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-04 - PRODUTOS REVENDA-NOV26;EXPORTACAO;EXPORTACAO;04 - PRODUTOS REVENDA;2026-11-01;550,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;EXPORTACAO;EXPORTACAO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;1855,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-31 - CPVC ULTRATERM-NOV26;EXPORTACAO;EXPORTACAO;31 - CPVC ULTRATERM;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-00 - TUBOS PVC KRONA-NOV26;IRRIGACAO;IRRIGACAO 1;00 - TUBOS PVC KRONA;2026-11-01;7793,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-01 - TUBOS ELETRODUTOS KRONA-NOV26;IRRIGACAO;IRRIGACAO 1;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;50,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-02 - CONEXOES KRONA-NOV26;IRRIGACAO;IRRIGACAO 1;02 - CONEXOES KRONA;2026-11-01;3965,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-03 - ACESSORIOS KRONA-NOV26;IRRIGACAO;IRRIGACAO 1;03 - ACESSORIOS KRONA;2026-11-01;85,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-04 - PRODUTOS REVENDA-NOV26;IRRIGACAO;IRRIGACAO 1;04 - PRODUTOS REVENDA;2026-11-01;150,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-29 - PPR-NOV26;IRRIGACAO;IRRIGACAO 1;29 - PPR;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;IRRIGACAO;IRRIGACAO 1;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;43,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-31 - CPVC ULTRATERM-NOV26;IRRIGACAO;IRRIGACAO 1;31 - CPVC ULTRATERM;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-00 - TUBOS PVC KRONA-NOV26;IRRIGACAO;IRRIGACAO 2;00 - TUBOS PVC KRONA;2026-11-01;4248,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-01 - TUBOS ELETRODUTOS KRONA-NOV26;IRRIGACAO;IRRIGACAO 2;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;161,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-02 - CONEXOES KRONA-NOV26;IRRIGACAO;IRRIGACAO 2;02 - CONEXOES KRONA;2026-11-01;3147,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-03 - ACESSORIOS KRONA-NOV26;IRRIGACAO;IRRIGACAO 2;03 - ACESSORIOS KRONA;2026-11-01;49,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-04 - PRODUTOS REVENDA-NOV26;IRRIGACAO;IRRIGACAO 2;04 - PRODUTOS REVENDA;2026-11-01;94,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;IRRIGACAO;IRRIGACAO 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;47,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-31 - CPVC ULTRATERM-NOV26;IRRIGACAO;IRRIGACAO 2;31 - CPVC ULTRATERM;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-00 - TUBOS PVC KRONA-NOV26;MINAS RJ/ES;MINAS GERAIS;00 - TUBOS PVC KRONA;2026-11-01;540000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-01 - TUBOS ELETRODUTOS KRONA-NOV26;MINAS RJ/ES;MINAS GERAIS;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;9000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-02 - CONEXOES KRONA-NOV26;MINAS RJ/ES;MINAS GERAIS;02 - CONEXOES KRONA;2026-11-01;220000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-03 - ACESSORIOS KRONA-NOV26;MINAS RJ/ES;MINAS GERAIS;03 - ACESSORIOS KRONA;2026-11-01;45000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-04 - PRODUTOS REVENDA-NOV26;MINAS RJ/ES;MINAS GERAIS;04 - PRODUTOS REVENDA;2026-11-01;13500,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-29 - PPR-NOV26;MINAS RJ/ES;MINAS GERAIS;29 - PPR;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;MINAS RJ/ES;MINAS GERAIS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;90000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-31 - CPVC ULTRATERM-NOV26;MINAS RJ/ES;MINAS GERAIS;31 - CPVC ULTRATERM;2026-11-01;9000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-00 - TUBOS PVC KRONA-NOV26;MINAS RJ/ES;RJ/ES;00 - TUBOS PVC KRONA;2026-11-01;296682,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
