ID;REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VALOR;ORIGEM_PLANO;CICLO;REVISAO
PARANA-30 - ELETRODUTOS CORRUGADOS KRONA-SET26;SUL;PARANA;30 - ELETRODUTOS CORRUGADOS KRONA;2026-09-01;24614,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-31 - CPVC ULTRATERM-SET26;SUL;PARANA;31 - CPVC ULTRATERM;2026-09-01;1023,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-00 - TUBOS PVC KRONA-SET26;SUL;RIO GRANDE DO SUL;00 - TUBOS PVC KRONA;2026-09-01;320000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-01 - TUBOS ELETRODUTOS KRONA-SET26;SUL;RIO GRANDE DO SUL;01 - TUBOS ELETRODUTOS KRONA;2026-09-01;2000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-02 - CONEXOES KRONA-SET26;SUL;RIO GRANDE DO SUL;02 - CONEXOES KRONA;2026-09-01;75000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-03 - ACESSORIOS KRONA-SET26;SUL;RIO GRANDE DO SUL;03 - ACESSORIOS KRONA;2026-09-01;11000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-04 - PRODUTOS REVENDA-SET26;SUL;RIO GRANDE DO SUL;04 - PRODUTOS REVENDA;2026-09-01;5305,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-29 - PPR-SET26;SUL;RIO GRANDE DO SUL;29 - PPR;2026-09-01;1912,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-30 - ELETRODUTOS CORRUGADOS KRONA-SET26;SUL;RIO GRANDE DO SUL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-09-01;21175,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-31 - CPVC ULTRATERM-SET26;SUL;RIO GRANDE DO SUL;31 - CPVC ULTRATERM;2026-09-01;2100,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-00 - TUBOS PVC KRONA-SET26;SUL;SANTA CATARINA 01;00 - TUBOS PVC KRONA;2026-09-01;140000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-01 - TUBOS ELETRODUTOS KRONA-SET26;SUL;SANTA CATARINA 01;01 - TUBOS ELETRODUTOS KRONA;2026-09-01;350,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-02 - CONEXOES KRONA-SET26;SUL;SANTA CATARINA 01;02 - CONEXOES KRONA;2026-09-01;30000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-03 - ACESSORIOS KRONA-SET26;SUL;SANTA CATARINA 01;03 - ACESSORIOS KRONA;2026-09-01;2652,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-04 - PRODUTOS REVENDA-SET26;SUL;SANTA CATARINA 01;04 - PRODUTOS REVENDA;2026-09-01;2586,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-29 - PPR-SET26;SUL;SANTA CATARINA 01;29 - PPR;2026-09-01;1175,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-30 - ELETRODUTOS CORRUGADOS KRONA-SET26;SUL;SANTA CATARINA 01;30 - ELETRODUTOS CORRUGADOS KRONA;2026-09-01;8861,990933858995;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-31 - CPVC ULTRATERM-SET26;SUL;SANTA CATARINA 01;31 - CPVC ULTRATERM;2026-09-01;930,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-00 - TUBOS PVC KRONA-SET26;SUL;SANTA CATARINA 02;00 - TUBOS PVC KRONA;2026-09-01;210000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-01 - TUBOS ELETRODUTOS KRONA-SET26;SUL;SANTA CATARINA 02;01 - TUBOS ELETRODUTOS KRONA;2026-09-01;478,5068670696413;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-02 - CONEXOES KRONA-SET26;SUL;SANTA CATARINA 02;02 - CONEXOES KRONA;2026-09-01;48000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-03 - ACESSORIOS KRONA-SET26;SUL;SANTA CATARINA 02;03 - ACESSORIOS KRONA;2026-09-01;3500,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-04 - PRODUTOS REVENDA-SET26;SUL;SANTA CATARINA 02;04 - PRODUTOS REVENDA;2026-09-01;3080,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-29 - PPR-SET26;SUL;SANTA CATARINA 02;29 - PPR;2026-09-01;887,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-30 - ELETRODUTOS CORRUGADOS KRONA-SET26;SUL;SANTA CATARINA 02;30 - ELETRODUTOS CORRUGADOS KRONA;2026-09-01;13489,524156613592;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-31 - CPVC ULTRATERM-SET26;SUL;SANTA CATARINA 02;31 - CPVC ULTRATERM;2026-09-01;1836,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-00 - TUBOS PVC KRONA-SET26;TELEVENDAS;TELEVENDAS;00 - TUBOS PVC KRONA;2026-09-01;90000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-01 - TUBOS ELETRODUTOS KRONA-SET26;TELEVENDAS;TELEVENDAS;01 - TUBOS ELETRODUTOS KRONA;2026-09-01;2200,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-02 - CONEXOES KRONA-SET26;TELEVENDAS;TELEVENDAS;02 - CONEXOES KRONA;2026-09-01;25300,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-03 - ACESSORIOS KRONA-SET26;TELEVENDAS;TELEVENDAS;03 - ACESSORIOS KRONA;2026-09-01;3419,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-04 - PRODUTOS REVENDA-SET26;TELEVENDAS;TELEVENDAS;04 - PRODUTOS REVENDA;2026-09-01;1397,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-29 - PPR-SET26;TELEVENDAS;TELEVENDAS;29 - PPR;2026-09-01;100,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-30 - ELETRODUTOS CORRUGADOS KRONA-SET26;TELEVENDAS;TELEVENDAS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-09-01;6903,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-31 - CPVC ULTRATERM-SET26;TELEVENDAS;TELEVENDAS;31 - CPVC ULTRATERM;2026-09-01;506,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-00 - TUBOS PVC KRONA-OUT26;CO NO;CENTRO OESTE;00 - TUBOS PVC KRONA;2026-10-01;880551,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-01 - TUBOS ELETRODUTOS KRONA-OUT26;CO NO;CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;6390,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-02 - CONEXOES KRONA-OUT26;CO NO;CENTRO OESTE;02 - CONEXOES KRONA;2026-10-01;195164,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-03 - ACESSORIOS KRONA-OUT26;CO NO;CENTRO OESTE;03 - ACESSORIOS KRONA;2026-10-01;35990,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-04 - PRODUTOS REVENDA-OUT26;CO NO;CENTRO OESTE;04 - PRODUTOS REVENDA;2026-10-01;12117,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-29 - PPR-OUT26;CO NO;CENTRO OESTE;29 - PPR;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;94114,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-31 - CPVC ULTRATERM-OUT26;CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-10-01;4448,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-00 - TUBOS PVC KRONA-OUT26;CO NO;NORTE;00 - TUBOS PVC KRONA;2026-10-01;360820,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-01 - TUBOS ELETRODUTOS KRONA-OUT26;CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;8963,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-02 - CONEXOES KRONA-OUT26;CO NO;NORTE;02 - CONEXOES KRONA;2026-10-01;99021,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-03 - ACESSORIOS KRONA-OUT26;CO NO;NORTE;03 - ACESSORIOS KRONA;2026-10-01;12700,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-04 - PRODUTOS REVENDA-OUT26;CO NO;NORTE;04 - PRODUTOS REVENDA;2026-10-01;2341,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-29 - PPR-OUT26;CO NO;NORTE;29 - PPR;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;CO NO;NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;20710,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-31 - CPVC ULTRATERM-OUT26;CO NO;NORTE;31 - CPVC ULTRATERM;2026-10-01;217,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-00 - TUBOS PVC KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 1;00 - TUBOS PVC KRONA;2026-10-01;438250,3830413512;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-01 - TUBOS ELETRODUTOS KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 1;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;7809,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-02 - CONEXOES KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 1;02 - CONEXOES KRONA;2026-10-01;79834,23836950732;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-03 - ACESSORIOS KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 1;03 - ACESSORIOS KRONA;2026-10-01;2306,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-04 - PRODUTOS REVENDA-OUT26;CONSTRUTORA;CONSTRUTORA 1;04 - PRODUTOS REVENDA;2026-10-01;9384,318551084774;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-29 - PPR-OUT26;CONSTRUTORA;CONSTRUTORA 1;29 - PPR;2026-10-01;7446,354657512872;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 1;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;110392,2976674479;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-31 - CPVC ULTRATERM-OUT26;CONSTRUTORA;CONSTRUTORA 1;31 - CPVC ULTRATERM;2026-10-01;6015,103370278217;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-00 - TUBOS PVC KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 2;00 - TUBOS PVC KRONA;2026-10-01;683177,6169586488;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-01 - TUBOS ELETRODUTOS KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 2;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;32442,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-02 - CONEXOES KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 2;02 - CONEXOES KRONA;2026-10-01;110165,76163049266;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-03 - ACESSORIOS KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 2;03 - ACESSORIOS KRONA;2026-10-01;4200,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-04 - PRODUTOS REVENDA-OUT26;CONSTRUTORA;CONSTRUTORA 2;04 - PRODUTOS REVENDA;2026-10-01;13058,681448915226;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-29 - PPR-OUT26;CONSTRUTORA;CONSTRUTORA 2;29 - PPR;2026-10-01;7335,645342487128;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;CONSTRUTORA;CONSTRUTORA 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;108989,7023325521;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-31 - CPVC ULTRATERM-OUT26;CONSTRUTORA;CONSTRUTORA 2;31 - CPVC ULTRATERM;2026-10-01;4165,896629721782;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-00 - TUBOS PVC KRONA-OUT26;EXPORTACAO;EXPORTACAO;00 - TUBOS PVC KRONA;2026-10-01;15000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-01 - TUBOS ELETRODUTOS KRONA-OUT26;EXPORTACAO;EXPORTACAO;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;46,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-02 - CONEXOES KRONA-OUT26;EXPORTACAO;EXPORTACAO;02 - CONEXOES KRONA;2026-10-01;65310,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-03 - ACESSORIOS KRONA-OUT26;EXPORTACAO;EXPORTACAO;03 - ACESSORIOS KRONA;2026-10-01;10733,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-04 - PRODUTOS REVENDA-OUT26;EXPORTACAO;EXPORTACAO;04 - PRODUTOS REVENDA;2026-10-01;391,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;EXPORTACAO;EXPORTACAO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;1000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-31 - CPVC ULTRATERM-OUT26;EXPORTACAO;EXPORTACAO;31 - CPVC ULTRATERM;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-00 - TUBOS PVC KRONA-OUT26;IRRIGACAO;IRRIGACAO 1;00 - TUBOS PVC KRONA;2026-10-01;9500,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-01 - TUBOS ELETRODUTOS KRONA-OUT26;IRRIGACAO;IRRIGACAO 1;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;60,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-02 - CONEXOES KRONA-OUT26;IRRIGACAO;IRRIGACAO 1;02 - CONEXOES KRONA;2026-10-01;3965,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-03 - ACESSORIOS KRONA-OUT26;IRRIGACAO;IRRIGACAO 1;03 - ACESSORIOS KRONA;2026-10-01;81,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-04 - PRODUTOS REVENDA-OUT26;IRRIGACAO;IRRIGACAO 1;04 - PRODUTOS REVENDA;2026-10-01;170,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-29 - PPR-OUT26;IRRIGACAO;IRRIGACAO 1;29 - PPR;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;IRRIGACAO;IRRIGACAO 1;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;40,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 1-31 - CPVC ULTRATERM-OUT26;IRRIGACAO;IRRIGACAO 1;31 - CPVC ULTRATERM;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-00 - TUBOS PVC KRONA-OUT26;IRRIGACAO;IRRIGACAO 2;00 - TUBOS PVC KRONA;2026-10-01;4370,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-01 - TUBOS ELETRODUTOS KRONA-OUT26;IRRIGACAO;IRRIGACAO 2;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;161,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-02 - CONEXOES KRONA-OUT26;IRRIGACAO;IRRIGACAO 2;02 - CONEXOES KRONA;2026-10-01;3574,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-03 - ACESSORIOS KRONA-OUT26;IRRIGACAO;IRRIGACAO 2;03 - ACESSORIOS KRONA;2026-10-01;69,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-04 - PRODUTOS REVENDA-OUT26;IRRIGACAO;IRRIGACAO 2;04 - PRODUTOS REVENDA;2026-10-01;94,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;IRRIGACAO;IRRIGACAO 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;47,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
IRRIGACAO 2-31 - CPVC ULTRATERM-OUT26;IRRIGACAO;IRRIGACAO 2;31 - CPVC ULTRATERM;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-00 - TUBOS PVC KRONA-OUT26;MINAS RJ/ES;MINAS GERAIS;00 - TUBOS PVC KRONA;2026-10-01;450000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-01 - TUBOS ELETRODUTOS KRONA-OUT26;MINAS RJ/ES;MINAS GERAIS;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;10000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-02 - CONEXOES KRONA-OUT26;MINAS RJ/ES;MINAS GERAIS;02 - CONEXOES KRONA;2026-10-01;190000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-03 - ACESSORIOS KRONA-OUT26;MINAS RJ/ES;MINAS GERAIS;03 - ACESSORIOS KRONA;2026-10-01;45000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-04 - PRODUTOS REVENDA-OUT26;MINAS RJ/ES;MINAS GERAIS;04 - PRODUTOS REVENDA;2026-10-01;11600,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-29 - PPR-OUT26;MINAS RJ/ES;MINAS GERAIS;29 - PPR;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;MINAS RJ/ES;MINAS GERAIS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;90000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
MINAS GERAIS-31 - CPVC ULTRATERM-OUT26;MINAS RJ/ES;MINAS GERAIS;31 - CPVC ULTRATERM;2026-10-01;10000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-00 - TUBOS PVC KRONA-OUT26;MINAS RJ/ES;RJ/ES;00 - TUBOS PVC KRONA;2026-10-01;296682,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-01 - TUBOS ELETRODUTOS KRONA-OUT26;MINAS RJ/ES;RJ/ES;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;1719,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-02 - CONEXOES KRONA-OUT26;MINAS RJ/ES;RJ/ES;02 - CONEXOES KRONA;2026-10-01;77000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-03 - ACESSORIOS KRONA-OUT26;MINAS RJ/ES;RJ/ES;03 - ACESSORIOS KRONA;2026-10-01;19924,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-04 - PRODUTOS REVENDA-OUT26;MINAS RJ/ES;RJ/ES;04 - PRODUTOS REVENDA;2026-10-01;2526,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-29 - PPR-OUT26;MINAS RJ/ES;RJ/ES;29 - PPR;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;MINAS RJ/ES;RJ/ES;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;20000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-31 - CPVC ULTRATERM-OUT26;MINAS RJ/ES;RJ/ES;31 - CPVC ULTRATERM;2026-10-01;1735,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-00 - TUBOS PVC KRONA-OUT26;NORDESTE;NORDESTE 1;00 - TUBOS PVC KRONA;2026-10-01;254123,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-01 - TUBOS ELETRODUTOS KRONA-OUT26;NORDESTE;NORDESTE 1;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;14577,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-02 - CONEXOES KRONA-OUT26;NORDESTE;NORDESTE 1;02 - CONEXOES KRONA;2026-10-01;72920,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-03 - ACESSORIOS KRONA-OUT26;NORDESTE;NORDESTE 1;03 - ACESSORIOS KRONA;2026-10-01;13437,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-04 - PRODUTOS REVENDA-OUT26;NORDESTE;NORDESTE 1;04 - PRODUTOS REVENDA;2026-10-01;2290,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-29 - PPR-OUT26;NORDESTE;NORDESTE 1;29 - PPR;2026-10-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;NORDESTE;NORDESTE 1;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;24000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-31 - CPVC ULTRATERM-OUT26;NORDESTE;NORDESTE 1;31 - CPVC ULTRATERM;2026-10-01;267,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-00 - TUBOS PVC KRONA-OUT26;NORDESTE;NORDESTE 2;00 - TUBOS PVC KRONA;2026-10-01;1100000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-01 - TUBOS ELETRODUTOS KRONA-OUT26;NORDESTE;NORDESTE 2;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;38160,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-02 - CONEXOES KRONA-OUT26;NORDESTE;NORDESTE 2;02 - CONEXOES KRONA;2026-10-01;200000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-03 - ACESSORIOS KRONA-OUT26;NORDESTE;NORDESTE 2;03 - ACESSORIOS KRONA;2026-10-01;32000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-04 - PRODUTOS REVENDA-OUT26;NORDESTE;NORDESTE 2;04 - PRODUTOS REVENDA;2026-10-01;3538,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-29 - PPR-OUT26;NORDESTE;NORDESTE 2;29 - PPR;2026-10-01;20,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;NORDESTE;NORDESTE 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;70000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-31 - CPVC ULTRATERM-OUT26;NORDESTE;NORDESTE 2;31 - CPVC ULTRATERM;2026-10-01;700,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-00 - TUBOS PVC KRONA-OUT26;NORDESTE;NORDESTE 3;00 - TUBOS PVC KRONA;2026-10-01;1024677,6000000001;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-01 - TUBOS ELETRODUTOS KRONA-OUT26;NORDESTE;NORDESTE 3;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;46153,600000000006;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-02 - CONEXOES KRONA-OUT26;NORDESTE;NORDESTE 3;02 - CONEXOES KRONA;2026-10-01;195298,40000000002;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-03 - ACESSORIOS KRONA-OUT26;NORDESTE;NORDESTE 3;03 - ACESSORIOS KRONA;2026-10-01;32295,2;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-04 - PRODUTOS REVENDA-OUT26;NORDESTE;NORDESTE 3;04 - PRODUTOS REVENDA;2026-10-01;3141,6000000000004;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-29 - PPR-OUT26;NORDESTE;NORDESTE 3;29 - PPR;2026-10-01;44,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-30 - ELETRODUTOS CORRUGADOS KRONA-OUT26;NORDESTE;NORDESTE 3;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;98763,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-31 - CPVC ULTRATERM-OUT26;NORDESTE;NORDESTE 3;31 - CPVC ULTRATERM;2026-10-01;840,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
