FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;PERIODO;VOL_VENDA;ID
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-01-01;163828,23;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|JAN26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-02-01;476313,37;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|FEV26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-03-01;597331,95;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|MAR26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-04-01;716704,73;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|ABR26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-05-01;202654,02;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|MAI26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-06-01;431656,54;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|JUN26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-07-01;438406,56;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|JUL26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-08-01;196072,05;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|AGO26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-09-01;630010,28;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|SET26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-10-01;610176,03;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|OUT26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-11-01;581835,85;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|NOV26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2026-12-01;459720,40;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|DEZ26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-01-01;27,00;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|JAN26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-03-01;199,76;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|MAR26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-04-01;270,51;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|ABR26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-05-01;433,73;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|MAI26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-07-01;225,51;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|JUL26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-08-01;203,26;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|AGO26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-09-01;162,49;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|SET26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-10-01;157,37;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|OUT26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-11-01;150,06;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|NOV26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2026-12-01;118,57;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|DEZ26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-01-01;89561,33;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|JAN26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-02-01;219307,98;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|FEV26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-03-01;280043,88;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|MAR26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-04-01;373065,91;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|ABR26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-05-01;287581,01;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|MAI26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-06-01;195079,22;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|JUN26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-07-01;179661,59;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|JUL26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-08-01;245485,77;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|AGO26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-09-01;279001,23;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|SET26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-10-01;270217,59;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|OUT26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-11-01;257667,09;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|NOV26
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2026-12-01;203588,03;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|DEZ26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-01-01;80506,45;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-02-01;104222,87;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-03-01;125074,17;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-04-01;165473,63;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-05-01;214574,09;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-06-01;309858,17;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-07-01;179033,01;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL26
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2026-08-01;261709,77;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-01-01;244242,41;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-02-01;407024,84;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-03-01;491647,35;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-04-01;562444,67;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-05-01;265557,47;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-06-01;274034,95;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-07-01;332217,40;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2026-08-01;400102,44;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2026-01-01;211,60;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|JAN26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2026-03-01;132,25;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|MAR26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2026-04-01;556,98;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|ABR26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2026-07-01;11,55;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|JUL26
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2026-08-01;343,09;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|AGO26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-01-01;8218,66;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-02-01;12384,16;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-03-01;9563,83;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-04-01;3659,58;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-05-01;10699,74;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-06-01;16053,89;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-07-01;14988,58;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL26
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2026-08-01;13507,08;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-01-01;70978,40;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-02-01;173773,42;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-03-01;126374,06;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-04-01;174776,00;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-05-01;161528,45;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-06-01;139377,15;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-07-01;91879,46;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2026-08-01;138968,16;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2026-01-01;19,81;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|OUTROS|JAN26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2026-06-01;271,50;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|OUTROS|JUN26
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;VAREJO;2026-07-01;146,37;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|VAREJO|JUL26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-01-01;3562,45;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-02-01;34488,53;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-03-01;84345,80;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-04-01;60887,02;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-05-01;53700,63;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-06-01;23605,54;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-07-01;43254,24;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL26
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2026-08-01;56399,49;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-01-01;142347,18;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-02-01;184616,45;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-03-01;244817,75;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-04-01;326935,54;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-05-01;175955,83;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-06-01;164201,26;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-07-01;212898,82;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2026-08-01;181821,03;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO26
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2026-07-01;60,18;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|JUL26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-01-01;8227,41;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JAN26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-02-01;1121,50;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|FEV26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-03-01;14565,30;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|MAR26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-04-01;23316,25;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|ABR26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-05-01;24637,25;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|MAI26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-06-01;9930,15;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JUN26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-07-01;5172,11;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JUL26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-08-01;9166,11;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|AGO26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-09-01;15000,00;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|SET26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-10-01;15000,00;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|OUT26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-11-01;15000,00;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|NOV26
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2026-12-01;16824,00;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|DEZ26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-01-01;9125,60;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JAN26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-02-01;9500,68;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|FEV26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-03-01;9889,20;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|MAR26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-04-01;8029,03;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|ABR26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-05-01;10059,56;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|MAI26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-06-01;5225,56;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JUN26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-07-01;2446,70;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JUL26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-08-01;3600,37;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|AGO26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-09-01;11000,00;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|SET26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-10-01;9500,00;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|OUT26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-11-01;7793,00;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|NOV26
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2026-12-01;6680,00;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|DEZ26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-01-01;4708,23;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|JAN26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-02-01;3225,01;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|FEV26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-03-01;8500,18;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|MAR26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-04-01;2721,26;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|ABR26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-05-01;5136,17;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|MAI26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-06-01;634,81;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|JUN26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-07-01;3010,48;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|JUL26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-08-01;5370,58;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|AGO26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-09-01;5230,97;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|SET26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-10-01;4185,93;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|OUT26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-11-01;4069,07;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|NOV26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2026-12-01;3487,63;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|DEZ26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2026-03-01;1983,72;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|MAR26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2026-04-01;355,38;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|ABR26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2026-06-01;78,65;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|JUN26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2026-09-01;230,03;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|SET26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2026-10-01;184,07;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|OUT26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2026-11-01;178,93;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|NOV26
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2026-12-01;153,37;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|DEZ26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-01-01;276583,19;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|JAN26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-02-01;644937,05;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|FEV26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-03-01;396668,45;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|MAR26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-04-01;539883,68;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|ABR26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-05-01;51441,22;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|MAI26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-06-01;106645,01;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|JUN26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-07-01;473880,08;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|JUL26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-08-01;249113,82;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|AGO26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-09-01;420412,96;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|SET26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-10-01;305138,44;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|OUT26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-11-01;366166,13;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|NOV26
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2026-12-01;406851,25;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|DEZ26
