FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;PERIODO;VOL_VENDA;ID
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-01-01;337163,08;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|JAN25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-02-01;121483,99;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|FEV25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-03-01;436432,55;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|MAR25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-04-01;376905,21;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|ABR25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-05-01;541534,23;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|MAI25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-06-01;1134392,04;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|JUN25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-07-01;354224,66;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|JUL25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-08-01;395374,34;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|AGO25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-09-01;638769,80;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|SET25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-10-01;717218,79;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|OUT25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-11-01;725263,54;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|NOV25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;2025-12-01;976769,31;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO|DEZ25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2025-02-01;818,83;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|FEV25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2025-03-01;159,39;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|MAR25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2025-06-01;41,22;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|JUN25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2025-08-01;148,89;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|AGO25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2025-09-01;138,25;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|SET25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;2025-12-01;75,01;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|DEZ25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-01-01;222709,97;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|JAN25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-02-01;152620,42;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|FEV25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-03-01;168680,67;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|MAR25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-04-01;173564,30;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|ABR25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-05-01;196024,53;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|MAI25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-06-01;419421,27;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|JUN25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-07-01;244140,65;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|JUL25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-08-01;332822,90;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|AGO25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-09-01;156019,46;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|SET25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-10-01;180266,44;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|OUT25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-11-01;217116,43;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|NOV25
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;2025-12-01;200627,97;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO|DEZ25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-01-01;24362,75;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-02-01;73364,02;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-03-01;59064,22;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-04-01;56190,43;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-05-01;56774,63;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-06-01;72721,19;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-07-01;79718,81;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-08-01;106706,63;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-09-01;108731,42;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|SET25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-10-01;98756,29;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|OUT25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-11-01;138380,43;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|NOV25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;2025-12-01;81442,97;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|DEZ25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;OUTROS;2025-01-01;637,98;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|JAN25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;OUTROS;2025-06-01;1797,33;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|JUN25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;OUTROS;2025-07-01;265,85;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|JUL25
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;OUTROS;2025-09-01;66,25;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS|SET25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-01-01;325325,38;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-02-01;247093,32;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-03-01;284597,77;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-04-01;396676,43;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-05-01;389994,35;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-06-01;700519,79;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-07-01;239207,79;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-08-01;361168,24;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-09-01;289847,48;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|SET25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-10-01;340266,88;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|OUT25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-11-01;373637,94;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|NOV25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;2025-12-01;350229,89;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|DEZ25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-01-01;2729,04;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|JAN25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-02-01;1479,50;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|FEV25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-03-01;820,65;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|MAR25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-04-01;413,80;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|ABR25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-05-01;1493,82;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|MAI25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-06-01;289,29;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|JUN25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-07-01;1047,87;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|JUL25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-08-01;191,41;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|AGO25
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;2025-11-01;172,09;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS|NOV25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-01-01;3507,39;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-02-01;9438,84;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-03-01;4115,97;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-04-01;8172,80;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-05-01;11736,81;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-06-01;11574,39;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-07-01;4763,96;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-08-01;14521,24;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-09-01;3500,48;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|SET25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-10-01;15812,67;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|OUT25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-11-01;8142,60;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|NOV25
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2025-12-01;12746,65;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA|DEZ25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-01-01;80459,24;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-02-01;159235,69;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-03-01;109644,10;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-04-01;102602,28;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-05-01;109940,59;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-06-01;193107,95;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-07-01;144646,25;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-08-01;166739,93;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-09-01;100529,50;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|SET25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-10-01;114608,20;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|OUT25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-11-01;108648,42;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|NOV25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;2025-12-01;150082,10;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA|DEZ25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2025-05-01;2523,30;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|OUTROS|MAI25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2025-08-01;26,45;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|OUTROS|AGO25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;2025-12-01;59,97;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|OUTROS|DEZ25
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;VAREJO;2025-01-01;1306,40;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|VAREJO|JAN25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;ATACADO;2025-02-01;330,02;CONSTR SUDESTE|00 - TUBOS PVC KRONA|ATACADO|FEV25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-01-01;2877,45;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-02-01;85140,92;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-03-01;12095,73;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-04-01;34853,12;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-05-01;35449,77;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-06-01;79496,45;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-07-01;55542,57;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-08-01;34849,61;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-09-01;19964,10;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|SET25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-10-01;47289,42;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|OUT25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-11-01;22161,66;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|NOV25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2025-12-01;45929,55;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA|DEZ25
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;OUTROS;2025-02-01;205,95;CONSTR SUDESTE|00 - TUBOS PVC KRONA|OUTROS|FEV25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-01-01;118109,08;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-02-01;173687,64;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-03-01;144263,38;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-04-01;128421,89;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-05-01;192185,41;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-06-01;260783,03;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-07-01;199935,07;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-08-01;198892,48;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-09-01;159430,67;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|SET25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-10-01;153640,99;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|OUT25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-11-01;150689,41;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|NOV25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2025-12-01;161276,82;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|DEZ25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2025-01-01;688,88;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|JAN25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2025-02-01;1458,70;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|FEV25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2025-03-01;367,85;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|MAR25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2025-04-01;559,95;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|ABR25
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2025-09-01;62,55;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|SET25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-01-01;11238,70;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JAN25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-02-01;1049,20;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|FEV25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-03-01;9255,11;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|MAR25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-04-01;11084,58;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|ABR25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-05-01;9057,04;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|MAI25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-06-01;31912,73;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JUN25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-07-01;9320,80;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JUL25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-08-01;19550,55;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|AGO25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-09-01;213,00;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|SET25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-11-01;19039,28;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|NOV25
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2025-12-01;13999,37;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|DEZ25
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2025-01-01;6104,28;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JAN25
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2025-02-01;10134,35;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|FEV25
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2025-03-01;6458,43;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|MAR25
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2025-04-01;4370,41;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|ABR25
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2025-05-01;7560,62;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|MAI25
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2025-06-01;12194,22;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JUN25
