FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;PERIODO;VOL_PREV;ID
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-01-01;200738,09;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JAN27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-02-01;196002,40;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|FEV27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-03-01;207273,79;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|MAR27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-04-01;209077,68;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|ABR27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-05-01;181444,86;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|MAI27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-06-01;197295,24;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JUN27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-07-01;208412,59;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|JUL27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-08-01;202417,67;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|AGO27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-09-01;190577,66;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|SET27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-10-01;200539,87;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|OUT27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-11-01;207511,63;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|NOV27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;2027-12-01;201137,74;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA|DEZ27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-01-01;5,49;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-02-01;5,51;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-03-01;6,19;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-04-01;6,28;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-05-01;5,31;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-06-01;5,33;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-07-01;5,43;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-08-01;5,14;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-09-01;5,11;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-10-01;5,13;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-11-01;5,04;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;2027-12-01;5,11;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-01-01;5,43;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-02-01;5,43;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-03-01;5,70;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-04-01;5,78;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-05-01;5,38;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-06-01;5,41;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-07-01;5,43;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-08-01;5,45;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-09-01;5,45;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-10-01;5,47;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-11-01;5,45;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;2027-12-01;5,49;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-01-01;11695,34;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JAN27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-02-01;11571,41;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|FEV27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-03-01;13494,82;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|MAR27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-04-01;12518,45;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|ABR27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-05-01;12798,00;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|MAI27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-06-01;12421,60;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JUN27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-07-01;12432,74;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|JUL27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-08-01;13751,16;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|AGO27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-09-01;13339,44;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|SET27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-10-01;13152,19;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|OUT27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-11-01;13485,90;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|NOV27
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;2027-12-01;13645,79;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO|DEZ27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-01-01;7144,17;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JAN27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-02-01;7104,87;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|FEV27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-03-01;7833,09;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|MAR27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-04-01;6749,85;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|ABR27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-05-01;7423,59;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|MAI27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-06-01;7338,99;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JUN27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-07-01;6788,89;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|JUL27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-08-01;6813,53;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|AGO27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-09-01;7103,28;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|SET27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-10-01;9488,69;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|OUT27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-11-01;10509,78;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|NOV27
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;2027-12-01;12186,68;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO|DEZ27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-01-01;4139,06;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|JAN27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-02-01;3950,18;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|FEV27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-03-01;4992,07;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|MAR27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-04-01;4693,94;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|ABR27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-05-01;3883,20;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|MAI27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-06-01;4685,18;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|JUN27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-07-01;4275,67;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|JUL27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-08-01;4486,28;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|AGO27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-09-01;4169,91;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|SET27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-10-01;4416,30;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|OUT27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-11-01;4393,64;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|NOV27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;2027-12-01;4405,69;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO|DEZ27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-01-01;195,40;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-02-01;195,56;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-03-01;219,68;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-04-01;204,98;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-05-01;173,77;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-06-01;191,59;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-07-01;190,00;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-08-01;175,62;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-09-01;172,60;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-10-01;172,40;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-11-01;186,18;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;2027-12-01;171,93;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-01-01;383058,59;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-02-01;357443,76;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-03-01;385128,16;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-04-01;378781,17;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-05-01;313753,82;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-06-01;332178,02;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-07-01;337051,41;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-08-01;350888,29;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-09-01;358299,32;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-10-01;403159,62;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-11-01;363043,52;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;2027-12-01;389919,11;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-01-01;128,18;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-02-01;197,65;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-03-01;194,19;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-04-01;188,06;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-05-01;171,49;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-06-01;194,38;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-07-01;184,99;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-08-01;172,82;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-09-01;184,50;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-10-01;243,54;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-11-01;198,50;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;2027-12-01;206,69;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-01-01;163785,64;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-02-01;185364,88;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-03-01;182803,59;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-04-01;181485,12;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-05-01;170528,86;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-06-01;179314,39;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-07-01;176104,95;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-08-01;171015,69;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-09-01;174014,53;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-10-01;190240,36;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-11-01;178507,97;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2027-12-01;180960,07;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-01-01;116244,05;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-02-01;123137,31;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-03-01;167379,58;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-04-01;165425,65;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-05-01;128789,44;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-06-01;147779,73;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-07-01;110758,13;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-08-01;118788,82;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-09-01;134975,76;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-10-01;134509,14;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-11-01;136053,79;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;2027-12-01;268959,50;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-01-01;842,81;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-02-01;909,78;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-03-01;1006,32;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-04-01;992,53;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-05-01;802,68;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-06-01;972,49;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-07-01;731,61;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-08-01;787,45;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-09-01;947,42;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-10-01;952,68;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-11-01;1041,14;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;2027-12-01;1717,11;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-01-01;99882,02;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-02-01;105064,53;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-03-01;132540,22;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-04-01;132359,93;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-05-01;106077,31;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-06-01;121373,38;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-07-01;94525,30;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;2027-08-01;101106,05;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO|AGO27
