REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VOL_PREV
SUL;SANTA CATARINA 01;02 - CONEXOES KRONA;2026-11-01;38990,02
SUL;SANTA CATARINA 01;02 - CONEXOES KRONA;2026-12-01;38704,24
SUL;SANTA CATARINA 01;02 - CONEXOES KRONA;2027-01-01;38762,16
SUL;SANTA CATARINA 01;03 - ACESSORIOS KRONA;2026-10-01;3766,53
SUL;SANTA CATARINA 01;03 - ACESSORIOS KRONA;2026-11-01;3758,08
SUL;SANTA CATARINA 01;03 - ACESSORIOS KRONA;2026-12-01;3714,24
SUL;SANTA CATARINA 01;03 - ACESSORIOS KRONA;2027-01-01;3779,38
SUL;SANTA CATARINA 01;04 - PRODUTOS REVENDA;2026-10-01;2896,58
SUL;SANTA CATARINA 01;04 - PRODUTOS REVENDA;2026-11-01;2898,59
SUL;SANTA CATARINA 01;04 - PRODUTOS REVENDA;2026-12-01;2888,61
SUL;SANTA CATARINA 01;04 - PRODUTOS REVENDA;2027-01-01;2836,93
SUL;SANTA CATARINA 01;29 - PPR;2026-10-01;1143,15
SUL;SANTA CATARINA 01;29 - PPR;2026-11-01;1011,15
SUL;SANTA CATARINA 01;29 - PPR;2026-12-01;1081,41
SUL;SANTA CATARINA 01;29 - PPR;2027-01-01;1055,75
SUL;SANTA CATARINA 01;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;11283,58
SUL;SANTA CATARINA 01;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;10350,77
SUL;SANTA CATARINA 01;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;10134,65
SUL;SANTA CATARINA 01;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;6647,76
SUL;SANTA CATARINA 01;31 - CPVC ULTRATERM;2026-10-01;1094,95
SUL;SANTA CATARINA 01;31 - CPVC ULTRATERM;2026-11-01;1115,86
SUL;SANTA CATARINA 01;31 - CPVC ULTRATERM;2026-12-01;1131,76
SUL;SANTA CATARINA 01;31 - CPVC ULTRATERM;2027-01-01;1059,23
SUL;SANTA CATARINA 02;00 - TUBOS PVC KRONA;2026-10-01;187709,50
SUL;SANTA CATARINA 02;00 - TUBOS PVC KRONA;2026-11-01;187895,02
SUL;SANTA CATARINA 02;00 - TUBOS PVC KRONA;2026-12-01;200307,52
SUL;SANTA CATARINA 02;00 - TUBOS PVC KRONA;2027-01-01;192246,67
SUL;SANTA CATARINA 02;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;868,76
SUL;SANTA CATARINA 02;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;686,65
SUL;SANTA CATARINA 02;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;685,46
SUL;SANTA CATARINA 02;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;652,19
SUL;SANTA CATARINA 02;02 - CONEXOES KRONA;2026-10-01;49834,17
SUL;SANTA CATARINA 02;02 - CONEXOES KRONA;2026-11-01;50666,46
SUL;SANTA CATARINA 02;02 - CONEXOES KRONA;2026-12-01;52609,61
SUL;SANTA CATARINA 02;02 - CONEXOES KRONA;2027-01-01;49933,64
SUL;SANTA CATARINA 02;03 - ACESSORIOS KRONA;2026-10-01;3279,14
SUL;SANTA CATARINA 02;03 - ACESSORIOS KRONA;2026-11-01;3213,53
SUL;SANTA CATARINA 02;03 - ACESSORIOS KRONA;2026-12-01;3234,56
SUL;SANTA CATARINA 02;03 - ACESSORIOS KRONA;2027-01-01;3413,17
SUL;SANTA CATARINA 02;04 - PRODUTOS REVENDA;2026-10-01;3660,78
SUL;SANTA CATARINA 02;04 - PRODUTOS REVENDA;2026-11-01;3702,50
SUL;SANTA CATARINA 02;04 - PRODUTOS REVENDA;2026-12-01;4162,23
SUL;SANTA CATARINA 02;04 - PRODUTOS REVENDA;2027-01-01;3572,87
SUL;SANTA CATARINA 02;29 - PPR;2026-10-01;737,01
SUL;SANTA CATARINA 02;29 - PPR;2026-11-01;572,35
SUL;SANTA CATARINA 02;29 - PPR;2026-12-01;628,49
SUL;SANTA CATARINA 02;29 - PPR;2027-01-01;813,26
SUL;SANTA CATARINA 02;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;15782,79
SUL;SANTA CATARINA 02;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;14410,87
SUL;SANTA CATARINA 02;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;12187,18
SUL;SANTA CATARINA 02;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;13549,18
SUL;SANTA CATARINA 02;31 - CPVC ULTRATERM;2026-10-01;1689,52
SUL;SANTA CATARINA 02;31 - CPVC ULTRATERM;2026-11-01;1750,51
SUL;SANTA CATARINA 02;31 - CPVC ULTRATERM;2026-12-01;1722,38
SUL;SANTA CATARINA 02;31 - CPVC ULTRATERM;2027-01-01;1437,69
TELEVENDAS;TELEVENDAS;00 - TUBOS PVC KRONA;2026-10-01;94454,84
TELEVENDAS;TELEVENDAS;00 - TUBOS PVC KRONA;2026-11-01;89854,54
TELEVENDAS;TELEVENDAS;00 - TUBOS PVC KRONA;2026-12-01;94841,18
TELEVENDAS;TELEVENDAS;00 - TUBOS PVC KRONA;2027-01-01;85486,97
TELEVENDAS;TELEVENDAS;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;2110,77
TELEVENDAS;TELEVENDAS;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;2086,69
TELEVENDAS;TELEVENDAS;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;1973,55
TELEVENDAS;TELEVENDAS;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;1985,17
TELEVENDAS;TELEVENDAS;02 - CONEXOES KRONA;2026-10-01;27154,26
TELEVENDAS;TELEVENDAS;02 - CONEXOES KRONA;2026-11-01;27254,21
TELEVENDAS;TELEVENDAS;02 - CONEXOES KRONA;2026-12-01;28704,80
TELEVENDAS;TELEVENDAS;02 - CONEXOES KRONA;2027-01-01;25896,72
TELEVENDAS;TELEVENDAS;03 - ACESSORIOS KRONA;2026-10-01;4003,65
TELEVENDAS;TELEVENDAS;03 - ACESSORIOS KRONA;2026-11-01;3846,36
TELEVENDAS;TELEVENDAS;03 - ACESSORIOS KRONA;2026-12-01;4222,17
TELEVENDAS;TELEVENDAS;03 - ACESSORIOS KRONA;2027-01-01;3511,70
TELEVENDAS;TELEVENDAS;04 - PRODUTOS REVENDA;2026-10-01;1736,15
TELEVENDAS;TELEVENDAS;04 - PRODUTOS REVENDA;2026-11-01;1556,66
TELEVENDAS;TELEVENDAS;04 - PRODUTOS REVENDA;2026-12-01;1522,18
TELEVENDAS;TELEVENDAS;04 - PRODUTOS REVENDA;2027-01-01;1709,19
TELEVENDAS;TELEVENDAS;29 - PPR;2026-10-01;48,95
TELEVENDAS;TELEVENDAS;29 - PPR;2026-11-01;48,13
TELEVENDAS;TELEVENDAS;29 - PPR;2026-12-01;49,12
TELEVENDAS;TELEVENDAS;29 - PPR;2027-01-01;155,67
TELEVENDAS;TELEVENDAS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;6863,57
TELEVENDAS;TELEVENDAS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;6713,22
TELEVENDAS;TELEVENDAS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;6503,57
TELEVENDAS;TELEVENDAS;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;5029,54
TELEVENDAS;TELEVENDAS;31 - CPVC ULTRATERM;2026-10-01;521,73
TELEVENDAS;TELEVENDAS;31 - CPVC ULTRATERM;2026-11-01;501,98
TELEVENDAS;TELEVENDAS;31 - CPVC ULTRATERM;2026-12-01;507,93
TELEVENDAS;TELEVENDAS;31 - CPVC ULTRATERM;2027-01-01;429,14
