REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VOL_VENDA
SP;SAO PAULO INTERIOR;02 - CONEXOES KRONA;2026-05-01;43253,29
SP;SAO PAULO INTERIOR;02 - CONEXOES KRONA;2026-06-01;32848,08
SP;SAO PAULO INTERIOR;02 - CONEXOES KRONA;2026-07-01;27007,41
SP;SAO PAULO INTERIOR;02 - CONEXOES KRONA;2026-08-01;35836,28
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-01-01;1551,53
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-02-01;6038,44
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-03-01;18695,90
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-04-01;6040,36
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-05-01;4485,08
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-06-01;6419,05
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-07-01;7710,93
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-08-01;6252,26
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-09-01;4230,40
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-10-01;14558,06
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-11-01;2779,64
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2022-12-01;11822,92
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-01-01;2010,82
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-02-01;7535,44
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-03-01;16000,27
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-04-01;5364,33
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-05-01;8060,84
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-06-01;5165,00
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-07-01;7808,25
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-08-01;6145,06
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-09-01;27539,37
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-10-01;3191,18
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-11-01;3326,17
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2023-12-01;21703,99
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-01-01;3100,14
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-02-01;5022,40
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-03-01;11309,07
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-04-01;6844,98
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-05-01;6700,91
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-06-01;11533,19
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-07-01;8169,91
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-08-01;2570,05
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-09-01;4135,29
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-10-01;9831,12
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-11-01;2817,30
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2024-12-01;6509,64
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-01-01;3737,64
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-02-01;7529,59
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-03-01;7244,77
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-04-01;3223,75
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-05-01;6619,32
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-06-01;23928,08
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-07-01;2768,78
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-08-01;8419,40
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-09-01;5135,90
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-10-01;5373,33
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-11-01;4356,40
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2025-12-01;9360,99
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-01-01;1463,32
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-02-01;5133,16
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-03-01;18071,30
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-04-01;8190,09
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-05-01;2501,69
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-06-01;2496,00
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-07-01;3367,36
SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-08-01;3462,33
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-01-01;1172,68
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-02-01;4249,83
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-03-01;6103,10
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-04-01;5281,99
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-05-01;3811,89
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-06-01;7341,09
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-07-01;2570,47
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-08-01;5392,61
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-09-01;8249,01
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-10-01;5790,47
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-11-01;2901,23
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2022-12-01;8496,03
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-01-01;1462,07
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-02-01;5379,31
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-03-01;6892,32
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-04-01;4162,63
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-05-01;6225,43
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-06-01;4612,78
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-07-01;6295,24
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-08-01;4829,25
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-09-01;13926,96
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-10-01;3543,92
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-11-01;3512,37
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2023-12-01;8316,36
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-01-01;2549,57
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-02-01;3872,45
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-03-01;7071,97
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-04-01;3868,96
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-05-01;4834,85
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-06-01;8109,86
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-07-01;6689,30
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-08-01;1710,17
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-09-01;4875,33
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-10-01;5674,51
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-11-01;3064,61
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2024-12-01;5205,79
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-01-01;3171,60
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-02-01;4210,92
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-03-01;4183,98
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-04-01;3579,13
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-05-01;5994,98
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-06-01;7532,41
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-07-01;4004,01
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-08-01;3956,78
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-09-01;3214,34
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-10-01;3354,96
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-11-01;3013,83
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2025-12-01;8329,36
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-01-01;1410,59
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-02-01;4617,77
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-03-01;9049,27
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-04-01;5798,91
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-05-01;3052,59
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-06-01;2115,27
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-07-01;1691,64
SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-08-01;3328,03
SP;SAO PAULO INTERIOR;29 - PPR;2022-01-01;83,96
SP;SAO PAULO INTERIOR;29 - PPR;2022-02-01;209,35
SP;SAO PAULO INTERIOR;29 - PPR;2022-03-01;118,27
SP;SAO PAULO INTERIOR;29 - PPR;2022-04-01;146,34
SP;SAO PAULO INTERIOR;29 - PPR;2022-05-01;274,05
SP;SAO PAULO INTERIOR;29 - PPR;2022-06-01;129,37
SP;SAO PAULO INTERIOR;29 - PPR;2022-07-01;5,34
SP;SAO PAULO INTERIOR;29 - PPR;2022-08-01;39,75
SP;SAO PAULO INTERIOR;29 - PPR;2022-09-01;89,47
SP;SAO PAULO INTERIOR;29 - PPR;2022-10-01;23,05
SP;SAO PAULO INTERIOR;29 - PPR;2022-11-01;2,29
SP;SAO PAULO INTERIOR;29 - PPR;2022-12-01;34,27
SP;SAO PAULO INTERIOR;29 - PPR;2023-02-01;0,33
SP;SAO PAULO INTERIOR;29 - PPR;2023-03-01;2,76
SP;SAO PAULO INTERIOR;29 - PPR;2023-05-01;51,97
SP;SAO PAULO INTERIOR;29 - PPR;2023-07-01;19,35
SP;SAO PAULO INTERIOR;29 - PPR;2023-08-01;1,12
SP;SAO PAULO INTERIOR;29 - PPR;2023-09-01;36,88
SP;SAO PAULO INTERIOR;29 - PPR;2023-10-01;45,99
SP;SAO PAULO INTERIOR;29 - PPR;2023-11-01;5,71
SP;SAO PAULO INTERIOR;29 - PPR;2023-12-01;0,86
SP;SAO PAULO INTERIOR;29 - PPR;2024-01-01;13,51
SP;SAO PAULO INTERIOR;29 - PPR;2024-02-01;24,26
SP;SAO PAULO INTERIOR;29 - PPR;2024-05-01;1,70
SP;SAO PAULO INTERIOR;29 - PPR;2024-06-01;46,46
SP;SAO PAULO INTERIOR;29 - PPR;2024-07-01;24,71
SP;SAO PAULO INTERIOR;29 - PPR;2024-08-01;4,03
SP;SAO PAULO INTERIOR;29 - PPR;2024-10-01;38,70
SP;SAO PAULO INTERIOR;29 - PPR;2024-11-01;16,18
SP;SAO PAULO INTERIOR;29 - PPR;2024-12-01;15,45
SP;SAO PAULO INTERIOR;29 - PPR;2025-01-01;0,07
SP;SAO PAULO INTERIOR;29 - PPR;2025-02-01;19,05
SP;SAO PAULO INTERIOR;29 - PPR;2025-04-01;32,76
SP;SAO PAULO INTERIOR;29 - PPR;2025-05-01;14,92
SP;SAO PAULO INTERIOR;29 - PPR;2025-06-01;43,88
SP;SAO PAULO INTERIOR;29 - PPR;2025-07-01;137,62
SP;SAO PAULO INTERIOR;29 - PPR;2025-10-01;23,35
SP;SAO PAULO INTERIOR;29 - PPR;2026-03-01;0,91
SP;SAO PAULO INTERIOR;29 - PPR;2026-05-01;0,97
SP;SAO PAULO INTERIOR;29 - PPR;2026-07-01;62,22
SP;SAO PAULO INTERIOR;29 - PPR;2026-08-01;23,13
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-01-01;4110,29
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-02-01;10953,25
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-03-01;15702,11
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-04-01;37114,96
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-05-01;10153,34
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-06-01;19745,83
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-07-01;9808,06
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-08-01;24598,47
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-09-01;19845,25
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-10-01;22284,88
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-11-01;11688,25
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2022-12-01;15573,23
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-01-01;5415,82
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-02-01;26353,87
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-03-01;39401,40
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-04-01;31111,86
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-05-01;13094,29
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-06-01;23103,60
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-07-01;36289,93
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-08-01;29341,59
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-09-01;62339,43
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-10-01;18956,90
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-11-01;9536,86
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2023-12-01;20214,65
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-01-01;5515,82
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-02-01;11885,62
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-03-01;18902,89
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-04-01;14689,58
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-05-01;20732,50
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-06-01;31847,28
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-07-01;16752,86
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-08-01;7973,30
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-09-01;16451,17
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-10-01;39123,57
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-11-01;6923,89
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2024-12-01;16043,34
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-01-01;9172,47
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-02-01;20455,78
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-03-01;15718,26
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-04-01;18681,84
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-05-01;25227,53
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-06-01;34817,48
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-07-01;29178,35
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-08-01;25306,57
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-09-01;13959,88
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-10-01;25476,92
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-11-01;16373,80
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2025-12-01;28521,71
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-01-01;3726,52
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-02-01;14852,67
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-03-01;16855,65
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-04-01;24619,80
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-05-01;20691,37
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-06-01;13984,03
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-07-01;13520,97
SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-08-01;18523,17
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-01-01;2467,76
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-02-01;4447,84
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-03-01;7949,79
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-04-01;2362,72
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-05-01;2816,77
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-06-01;4153,30
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-07-01;2985,11
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-08-01;3569,72
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-09-01;4005,19
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-10-01;3192,03
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-11-01;3896,83
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2022-12-01;3820,68
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-01-01;820,14
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-02-01;3023,25
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-03-01;2357,38
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-04-01;3681,70
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-05-01;2683,85
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-06-01;2653,79
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-07-01;3855,26
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-08-01;2234,25
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-09-01;6825,08
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-10-01;1558,08
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-11-01;2545,13
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2023-12-01;3031,82
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-01-01;958,70
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-02-01;1175,65
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-03-01;4359,38
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-04-01;1414,87
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-05-01;1801,50
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-06-01;3122,59
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-07-01;2627,13
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-08-01;732,28
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-09-01;2446,50
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-10-01;2418,10
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-11-01;1245,56
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2024-12-01;3791,02
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-01-01;1569,23
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-02-01;1494,39
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-03-01;1294,70
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-04-01;3317,31
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-05-01;3162,15
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-06-01;4342,23
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-07-01;4452,87
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-08-01;3018,13
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-09-01;2637,43
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-10-01;2084,74
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-11-01;2616,72
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2025-12-01;4579,86
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-01-01;1042,49
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-02-01;1693,65
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-03-01;3478,57
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-04-01;3178,98
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-05-01;1892,05
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-06-01;1308,54
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-07-01;779,19
SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-08-01;1582,20
SUL;PARANA;00 - TUBOS PVC KRONA;2022-01-01;75844,81
SUL;PARANA;00 - TUBOS PVC KRONA;2022-02-01;133002,90
SUL;PARANA;00 - TUBOS PVC KRONA;2022-03-01;179265,18
SUL;PARANA;00 - TUBOS PVC KRONA;2022-04-01;210521,31
SUL;PARANA;00 - TUBOS PVC KRONA;2022-05-01;178439,15
SUL;PARANA;00 - TUBOS PVC KRONA;2022-06-01;151405,16
SUL;PARANA;00 - TUBOS PVC KRONA;2022-07-01;254522,27
SUL;PARANA;00 - TUBOS PVC KRONA;2022-08-01;169669,26
SUL;PARANA;00 - TUBOS PVC KRONA;2022-09-01;164413,11
SUL;PARANA;00 - TUBOS PVC KRONA;2022-10-01;207856,76
SUL;PARANA;00 - TUBOS PVC KRONA;2022-11-01;158417,76
SUL;PARANA;00 - TUBOS PVC KRONA;2022-12-01;330652,79
SUL;PARANA;00 - TUBOS PVC KRONA;2023-01-01;110674,46
SUL;PARANA;00 - TUBOS PVC KRONA;2023-02-01;221588,51
SUL;PARANA;00 - TUBOS PVC KRONA;2023-03-01;285161,54
SUL;PARANA;00 - TUBOS PVC KRONA;2023-04-01;197346,82
SUL;PARANA;00 - TUBOS PVC KRONA;2023-05-01;198093,90
SUL;PARANA;00 - TUBOS PVC KRONA;2023-06-01;232628,11
SUL;PARANA;00 - TUBOS PVC KRONA;2023-07-01;225393,01
SUL;PARANA;00 - TUBOS PVC KRONA;2023-08-01;223096,73
SUL;PARANA;00 - TUBOS PVC KRONA;2023-09-01;249764,39
SUL;PARANA;00 - TUBOS PVC KRONA;2023-10-01;196204,86
SUL;PARANA;00 - TUBOS PVC KRONA;2023-11-01;303878,77
SUL;PARANA;00 - TUBOS PVC KRONA;2023-12-01;188090,79
SUL;PARANA;00 - TUBOS PVC KRONA;2024-01-01;133283,08
SUL;PARANA;00 - TUBOS PVC KRONA;2024-02-01;182548,21
SUL;PARANA;00 - TUBOS PVC KRONA;2024-03-01;228741,97
SUL;PARANA;00 - TUBOS PVC KRONA;2024-04-01;194173,08
SUL;PARANA;00 - TUBOS PVC KRONA;2024-05-01;202149,47
SUL;PARANA;00 - TUBOS PVC KRONA;2024-06-01;355961,62
SUL;PARANA;00 - TUBOS PVC KRONA;2024-07-01;245675,16
SUL;PARANA;00 - TUBOS PVC KRONA;2024-08-01;95804,15
SUL;PARANA;00 - TUBOS PVC KRONA;2024-09-01;229041,00
SUL;PARANA;00 - TUBOS PVC KRONA;2024-10-01;178276,05
SUL;PARANA;00 - TUBOS PVC KRONA;2024-11-01;164187,04
SUL;PARANA;00 - TUBOS PVC KRONA;2024-12-01;190375,27
SUL;PARANA;00 - TUBOS PVC KRONA;2025-01-01;163567,44
SUL;PARANA;00 - TUBOS PVC KRONA;2025-02-01;175165,34
SUL;PARANA;00 - TUBOS PVC KRONA;2025-03-01;145372,58
SUL;PARANA;00 - TUBOS PVC KRONA;2025-04-01;180878,29
SUL;PARANA;00 - TUBOS PVC KRONA;2025-05-01;222588,32
SUL;PARANA;00 - TUBOS PVC KRONA;2025-06-01;328140,53
SUL;PARANA;00 - TUBOS PVC KRONA;2025-07-01;194625,80
SUL;PARANA;00 - TUBOS PVC KRONA;2025-08-01;169006,67
SUL;PARANA;00 - TUBOS PVC KRONA;2025-09-01;166241,99
SUL;PARANA;00 - TUBOS PVC KRONA;2025-10-01;131650,41
SUL;PARANA;00 - TUBOS PVC KRONA;2025-11-01;193596,99
SUL;PARANA;00 - TUBOS PVC KRONA;2025-12-01;202742,21
SUL;PARANA;00 - TUBOS PVC KRONA;2026-01-01;101731,58
